Date,Product_Name,Category,Cost_Price,Selling_Price,Inventory_Start,Restock_Received,Units_Sold,Inventory_End,Is_Promotion_Active
2025-08-15,Disposable Plates,Household,1.50,3.00,5,20,15,10,TRUE
2025-08-15,Cleaning Spray,Household,2.00,4.00,12,0,4,8,FALSE
2025-08-15,Pens,Stationery,0.50,2.00,36,50,20,66,TRUE
2025-08-15,Notebooks,Stationery,1.00,3.00,18,50,15,53,TRUE
2025-08-15,Pads,Stationery,0.80,2.50,20,30,10,40,TRUE
2025-08-15,Superglue,Stationery,0.40,1.50,47,0,3,44,FALSE
2025-08-15,AA Batteries,Stationery,1.50,4.99,27,0,4,23,FALSE
2025-08-15,Hand Soap,Personal,1.20,2.50,13,0,3,10,FALSE
2025-08-15,Canned Tuna,Pantry,0.90,1.50,20,0,8,12,FALSE
2025-08-15,Seasonal Decor,Seasonal,2.50,5.00,2,30,32,0,TRUE
2025-08-16,Water Bottles,Beverages,0.85,1.00,20,80,95,5,TRUE
2025-08-16,Soft Drinks,Beverages,0.90,1.25,10,50,55,5,TRUE
2025-08-16,Energy Drinks,Beverages,1.50,2.50,14,0,10,4,FALSE
2025-08-16,Cheap Chocolates,Snacks,0.40,1.00,59,0,18,41,FALSE
2025-08-16,Gums,Snacks,0.30,1.25,85,0,12,73,FALSE
2025-08-16,Dog Treats,Snacks,2.00,4.50,12,0,3,9,FALSE
2025-08-16,Garbage Bags,Household,3.00,5.50,25,20,6,39,FALSE
2025-08-16,Sponges,Household,0.50,1.50,44,0,5,39,FALSE
2025-08-16,Aluminum Foil,Household,1.80,3.00,26,0,3,23,FALSE
2025-08-16,Napkins,Household,1.00,2.00,25,0,20,5,TRUE
2025-08-16,Disposable Plates,Household,1.50,3.00,10,20,28,2,TRUE
2025-08-16,Cleaning Spray,Household,2.00,4.00,8,12,5,15,FALSE
2025-08-16,Pens,Stationery,0.50,2.00,66,0,25,41,TRUE
2025-08-16,Notebooks,Stationery,1.00,3.00,53,0,18,35,TRUE
2025-08-16,Pads,Stationery,0.80,2.50,40,0,12,28,TRUE
2025-08-16,Superglue,Stationery,0.40,1.50,44,0,3,41,FALSE
2025-08-16,AA Batteries,Stationery,1.50,4.99,23,0,8,15,FALSE
2025-08-16,Hand Soap,Personal,1.20,2.50,10,12,5,17,FALSE
2025-08-16,Canned Tuna,Pantry,0.90,1.50,12,24,10,26,FALSE
2025-08-16,Seasonal Decor,Seasonal,2.50,5.00,0,40,40,0,TRUE
2025-08-17,Water Bottles,Beverages,0.85,1.00,5,0,5,0,TRUE
2025-08-17,Soft Drinks,Beverages,0.90,1.25,5,0,5,0,TRUE
2025-08-17,Energy Drinks,Beverages,1.50,2.50,4,0,4,0,FALSE
2025-08-17,Cheap Chocolates,Snacks,0.40,1.00,41,40,15,66,FALSE
2025-08-17,Gums,Snacks,0.30,1.25,73,0,10,63,FALSE
2025-08-17,Dog Treats,Snacks,2.00,4.50,9,0,3,6,FALSE
2025-08-17,Garbage Bags,Household,3.00,5.50,39,0,6,33,FALSE
2025-08-17,Sponges,Household,0.50,1.50,39,0,4,35,FALSE
2025-08-17,Aluminum Foil,Household,1.80,3.00,23,0,2,21,FALSE
2025-08-17,Napkins,Household,1.00,2.00,5,0,5,0,TRUE
2025-08-17,Disposable Plates,Household,1.50,3.00,2,30,25,7,TRUE
2025-08-17,Cleaning Spray,Household,2.00,4.00,15,0,4,11,FALSE
2025-08-17,Pens,Stationery,0.50,2.00,41,0,20,21,TRUE
2025-08-17,Notebooks,Stationery,1.00,3.00,35,0,15,20,TRUE
2025-08-17,Pads,Stationery,0.80,2.50,28,0,10,18,TRUE
2025-08-17,Superglue,Stationery,0.40,1.50,41,0,3,38,FALSE
2025-08-17,AA Batteries,Stationery,1.50,4.99,15,0,5,10,FALSE
2025-08-17,Hand Soap,Personal,1.20,2.50,17,0,4,13,FALSE
2025-08-17,Canned Tuna,Pantry,0.90,1.50,26,0,8,18,FALSE
2025-08-17,Seasonal Decor,Seasonal,2.50,5.00,0,30,30,0,TRUE
2025-08-18,Water Bottles,Beverages,0.85,1.00,0,120,70,50,TRUE
2025-08-18,Soft Drinks,Beverages,0.90,1.25,0,80,45,35,TRUE
2025-08-18,Energy Drinks,Beverages,1.50,2.50,0,30,20,10,FALSE
2025-08-18,Cheap Chocolates,Snacks,0.40,1.00,66,0,10,56,FALSE
2025-08-18,Gums,Snacks,0.30,1.25,63,40,8,95,FALSE
2025-08-18,Dog Treats,Snacks,2.00,4.50,6,12,3,15,FALSE
2025-08-18,Garbage Bags,Household,3.00,5.50,33,0,4,29,FALSE
2025-08-18,Sponges,Household,0.50,1.50,35,0,4,31,FALSE
2025-08-18,Aluminum Foil,Household,1.80,3.00,21,10,3,28,FALSE
2025-08-18,Napkins,Household,1.00,2.00,0,40,20,20,TRUE
2025-08-18,Disposable Plates,Household,1.50,3.00,7,20,15,12,TRUE
2025-08-18,Cleaning Spray,Household,2.00,4.00,11,0,3,8,FALSE
2025-08-18,Pens,Stationery,0.50,2.00,21,50,30,41,TRUE
2025-08-18,Notebooks,Stationery,1.00,3.00,20,40,20,40,TRUE
2025-08-18,Pads,Stationery,0.80,2.50,18,30,15,33,TRUE
2025-08-18,Superglue,Stationery,0.40,1.50,38,0,3,35,FALSE
2025-08-18,AA Batteries,Stationery,1.50,4.99,10,20,4,26,FALSE
2025-08-18,Hand Soap,Personal,1.20,2.50,13,0,3,10,FALSE
2025-08-18,Canned Tuna,Pantry,0.90,1.50,18,0,8,10,FALSE
2025-08-18,Seasonal Decor,Seasonal,2.50,5.00,0,30,28,2,TRUE
2025-08-19,Water Bottles,Beverages,0.85,1.00,50,0,40,10,TRUE
2025-08-19,Soft Drinks,Beverages,0.90,1.25,35,0,25,10,TRUE
2025-08-19,Energy Drinks,Beverages,1.50,2.50,10,0,8,2,FALSE
2025-08-19,Cheap Chocolates,Snacks,0.40,1.00,56,0,8,48,FALSE
2025-08-19,Gums,Snacks,0.30,1.25,95,0,8,87,FALSE
2025-08-19,Dog Treats,Snacks,2.00,4.50,15,0,3,12,FALSE
2025-08-19,Garbage Bags,Household,3.00,5.50,29,0,5,24,FALSE
2025-08-19,Sponges,Household,0.50,1.50,31,20,5,46,FALSE
2025-08-19,Aluminum Foil,Household,1.80,3.00,28,0,2,26,FALSE
2025-08-19,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-08-19,Disposable Plates,Household,1.50,3.00,12,0,12,0,TRUE
2025-08-19,Cleaning Spray,Household,2.00,4.00,8,12,4,16,FALSE
2025-08-19,Pens,Stationery,0.50,2.00,41,0,30,11,TRUE
2025-08-19,Notebooks,Stationery,1.00,3.00,40,0,25,15,TRUE
2025-08-19,Pads,Stationery,0.80,2.50,33,0,15,18,TRUE
2025-08-19,Superglue,Stationery,0.40,1.50,35,0,3,32,FALSE
2025-08-19,AA Batteries,Stationery,1.50,4.99,26,0,3,23,FALSE
2025-08-19,Hand Soap,Personal,1.20,2.50,10,0,3,7,FALSE
2025-08-19,Canned Tuna,Pantry,0.90,1.50,10,24,10,24,FALSE
2025-08-19,Seasonal Decor,Seasonal,2.50,5.00,2,30,32,0,TRUE
2025-08-20,Water Bottles,Beverages,0.85,1.00,10,60,65,5,TRUE
2025-08-20,Soft Drinks,Beverages,0.90,1.25,10,40,40,10,TRUE
2025-08-20,Energy Drinks,Beverages,1.50,2.50,2,24,15,11,FALSE
2025-08-20,Cheap Chocolates,Snacks,0.40,1.00,48,40,10,78,FALSE
2025-08-20,Gums,Snacks,0.30,1.25,87,0,6,81,FALSE
2025-08-20,Dog Treats,Snacks,2.00,4.50,12,0,2,10,FALSE
2025-08-20,Garbage Bags,Household,3.00,5.50,24,20,6,38,FALSE
2025-08-20,Sponges,Household,0.50,1.50,46,0,4,42,FALSE
2025-08-20,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-08-20,Napkins,Household,1.00,2.00,5,40,25,20,TRUE
2025-08-20,Disposable Plates,Household,1.50,3.00,0,40,20,20,TRUE
2025-08-20,Cleaning Spray,Household,2.00,4.00,16,0,4,12,FALSE
2025-08-20,Pens,Stationery,0.50,2.00,11,60,35,36,TRUE
2025-08-20,Notebooks,Stationery,1.00,3.00,15,60,30,45,TRUE
2025-08-20,Pads,Stationery,0.80,2.50,18,40,20,38,TRUE
2025-08-20,Superglue,Stationery,0.40,1.50,32,10,4,38,FALSE
2025-08-20,AA Batteries,Stationery,1.50,4.99,23,0,2,21,FALSE
2025-08-20,Hand Soap,Personal,1.20,2.50,7,12,5,14,FALSE
2025-08-20,Canned Tuna,Pantry,0.90,1.50,24,0,8,16,FALSE
2025-08-20,Seasonal Decor,Seasonal,2.50,5.00,0,20,20,0,TRUE
2025-08-21,Water Bottles,Beverages,0.85,1.00,5,80,80,5,TRUE
2025-08-21,Soft Drinks,Beverages,0.90,1.25,10,50,55,5,TRUE
2025-08-21,Energy Drinks,Beverages,1.50,2.50,11,0,10,1,FALSE
2025-08-21,Cheap Chocolates,Snacks,0.40,1.00,78,0,12,66,FALSE
2025-08-21,Gums,Snacks,0.30,1.25,81,0,8,73,FALSE
2025-08-21,Dog Treats,Snacks,2.00,4.50,10,12,3,19,FALSE
2025-08-21,Garbage Bags,Household,3.00,5.50,38,0,5,33,FALSE
2025-08-21,Sponges,Household,0.50,1.50,42,0,4,38,FALSE
2025-08-21,Aluminum Foil,Household,1.80,3.00,24,0,2,22,FALSE
2025-08-21,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-08-21,Disposable Plates,Household,1.50,3.00,20,0,15,5,TRUE
2025-08-21,Cleaning Spray,Household,2.00,4.00,12,0,4,8,FALSE
2025-08-21,Pens,Stationery,0.50,2.00,36,0,30,6,TRUE
2025-08-21,Notebooks,Stationery,1.00,3.00,45,0,25,20,TRUE
2025-08-21,Pads,Stationery,0.80,2.50,38,0,20,18,TRUE
2025-08-21,Superglue,Stationery,0.40,1.50,38,0,3,35,FALSE
2025-08-21,AA Batteries,Stationery,1.50,4.99,21,0,3,18,FALSE
2025-08-21,Hand Soap,Personal,1.20,2.50,14,0,4,10,FALSE
2025-08-21,Canned Tuna,Pantry,0.90,1.50,16,0,8,8,FALSE
2025-08-21,Seasonal Decor,Seasonal,2.50,5.00,0,30,28,2,TRUE
2025-08-22,Water Bottles,Beverages,0.85,1.00,5,100,85,20,TRUE
2025-08-22,Soft Drinks,Beverages,0.90,1.25,5,60,55,10,TRUE
2025-08-22,Energy Drinks,Beverages,1.50,2.50,1,30,20,11,FALSE
2025-08-22,Cheap Chocolates,Snacks,0.40,1.00,66,0,15,51,FALSE
2025-08-22,Gums,Snacks,0.30,1.25,73,0,8,65,FALSE
2025-08-22,Dog Treats,Snacks,2.00,4.50,19,0,4,15,FALSE
2025-08-22,Garbage Bags,Household,3.00,5.50,33,0,6,27,FALSE
2025-08-22,Sponges,Household,0.50,1.50,38,0,5,33,FALSE
2025-08-22,Aluminum Foil,Household,1.80,3.00,22,10,4,28,FALSE
2025-08-22,Napkins,Household,1.00,2.00,5,40,20,25,TRUE
2025-08-22,Disposable Plates,Household,1.50,3.00,5,20,15,10,TRUE
2025-08-22,Cleaning Spray,Household,2.00,4.00,8,12,5,15,FALSE
2025-08-22,Pens,Stationery,0.50,2.00,6,80,45,41,TRUE
2025-08-22,Notebooks,Stationery,1.00,3.00,20,60,35,45,TRUE
2025-08-22,Pads,Stationery,0.80,2.50,18,50,25,43,TRUE
2025-08-22,Superglue,Stationery,0.40,1.50,35,0,5,30,FALSE
2025-08-22,AA Batteries,Stationery,1.50,4.99,18,0,4,14,FALSE
2025-08-22,Hand Soap,Personal,1.20,2.50,10,0,3,7,FALSE
2025-08-22,Canned Tuna,Pantry,0.90,1.50,8,24,10,22,FALSE
2025-08-22,Seasonal Decor,Seasonal,2.50,5.00,2,20,22,0,TRUE
2025-08-23,Water Bottles,Beverages,0.85,1.00,20,80,95,5,TRUE
2025-08-23,Soft Drinks,Beverages,0.90,1.25,10,50,55,5,TRUE
2025-08-23,Energy Drinks,Beverages,1.50,2.50,11,0,10,1,FALSE
2025-08-23,Cheap Chocolates,Snacks,0.40,1.00,51,0,18,33,FALSE
2025-08-23,Gums,Snacks,0.30,1.25,65,40,12,93,FALSE
2025-08-23,Dog Treats,Snacks,2.00,4.50,15,0,3,12,FALSE
2025-08-23,Garbage Bags,Household,3.00,5.50,27,20,6,41,FALSE
2025-08-23,Sponges,Household,0.50,1.50,33,20,6,47,FALSE
2025-08-23,Aluminum Foil,Household,1.80,3.00,28,0,3,25,FALSE
2025-08-23,Napkins,Household,1.00,2.00,25,0,20,5,TRUE
2025-08-23,Disposable Plates,Household,1.50,3.00,10,20,28,2,TRUE
2025-08-23,Cleaning Spray,Household,2.00,4.00,15,0,5,10,FALSE
2025-08-23,Pens,Stationery,0.50,2.00,41,0,35,6,TRUE
2025-08-23,Notebooks,Stationery,1.00,3.00,45,0,30,15,TRUE
2025-08-23,Pads,Stationery,0.80,2.50,43,0,25,18,TRUE
2025-08-23,Superglue,Stationery,0.40,1.50,30,0,6,24,FALSE
2025-08-23,AA Batteries,Stationery,1.50,4.99,14,0,8,6,FALSE
2025-08-23,Hand Soap,Personal,1.20,2.50,7,12,5,14,FALSE
2025-08-23,Canned Tuna,Pantry,0.90,1.50,22,0,10,12,FALSE
2025-08-23,Seasonal Decor,Seasonal,2.50,5.00,0,30,30,0,TRUE
2025-08-24,Water Bottles,Beverages,0.85,1.00,5,0,5,0,TRUE
2025-08-24,Soft Drinks,Beverages,0.90,1.25,5,0,5,0,TRUE
2025-08-24,Energy Drinks,Beverages,1.50,2.50,1,0,1,0,FALSE
2025-08-24,Cheap Chocolates,Snacks,0.40,1.00,33,40,15,58,FALSE
2025-08-24,Gums,Snacks,0.30,1.25,93,0,10,83,FALSE
2025-08-24,Dog Treats,Snacks,2.00,4.50,12,0,3,9,FALSE
2025-08-24,Garbage Bags,Household,3.00,5.50,41,0,6,35,FALSE
2025-08-24,Sponges,Household,0.50,1.50,47,0,5,42,FALSE
2025-08-24,Aluminum Foil,Household,1.80,3.00,25,0,2,23,FALSE
2025-08-24,Napkins,Household,1.00,2.00,5,0,5,0,TRUE
2025-08-24,Disposable Plates,Household,1.50,3.00,2,30,25,7,TRUE
2025-08-24,Cleaning Spray,Household,2.00,4.00,10,0,4,6,FALSE
2025-08-24,Pens,Stationery,0.50,2.00,6,80,45,41,TRUE
2025-08-24,Notebooks,Stationery,1.00,3.00,15,0,15,0,TRUE
2025-08-24,Pads,Stationery,0.80,2.50,18,0,18,0,TRUE
2025-08-24,Superglue,Stationery,0.40,1.50,24,0,5,19,FALSE
2025-08-24,AA Batteries,Stationery,1.50,4.99,6,0,5,1,FALSE
2025-08-24,Hand Soap,Personal,1.20,2.50,14,0,4,10,FALSE
2025-08-24,Canned Tuna,Pantry,0.90,1.50,12,0,8,4,FALSE
2025-08-24,Seasonal Decor,Seasonal,2.50,5.00,0,20,20,0,TRUE
2025-08-25,Water Bottles,Beverages,0.85,1.00,0,120,70,50,TRUE
2025-08-25,Soft Drinks,Beverages,0.90,1.25,0,80,45,35,TRUE
2025-08-25,Energy Drinks,Beverages,1.50,2.50,0,30,15,15,FALSE
2025-08-25,Cheap Chocolates,Snacks,0.40,1.00,58,0,10,48,FALSE
2025-08-25,Gums,Snacks,0.30,1.25,83,0,8,75,FALSE
2025-08-25,Dog Treats,Snacks,2.00,4.50,9,12,3,18,FALSE
2025-08-25,Garbage Bags,Household,3.00,5.50,35,0,4,31,FALSE
2025-08-25,Sponges,Household,0.50,1.50,42,0,4,38,FALSE
2025-08-25,Aluminum Foil,Household,1.80,3.00,23,10,3,30,FALSE
2025-08-25,Napkins,Household,1.00,2.00,0,40,20,20,TRUE
2025-08-25,Disposable Plates,Household,1.50,3.00,7,20,15,12,TRUE
2025-08-25,Cleaning Spray,Household,2.00,4.00,6,12,4,14,FALSE
2025-08-25,Pens,Stationery,0.50,2.00,41,0,38,3,TRUE
2025-08-25,Notebooks,Stationery,1.00,3.00,0,0,0,0,TRUE
2025-08-25,Pads,Stationery,0.80,2.50,0,40,20,20,TRUE
2025-08-25,Superglue,Stationery,0.40,1.50,19,0,5,14,FALSE
2025-08-25,AA Batteries,Stationery,1.50,4.99,1,20,4,17,FALSE
2025-08-25,Hand Soap,Personal,1.20,2.50,10,0,4,6,FALSE
2025-08-25,Canned Tuna,Pantry,0.90,1.50,4,24,8,20,FALSE
2025-08-25,Seasonal Decor,Seasonal,2.50,5.00,0,20,20,0,TRUE
2025-08-26,Water Bottles,Beverages,0.85,1.00,50,0,40,10,TRUE
2025-08-26,Soft Drinks,Beverages,0.90,1.25,35,0,25,10,TRUE
2025-08-26,Energy Drinks,Beverages,1.50,2.50,15,0,10,5,FALSE
2025-08-26,Cheap Chocolates,Snacks,0.40,1.00,48,0,8,40,FALSE
2025-08-26,Gums,Snacks,0.30,1.25,75,0,8,67,FALSE
2025-08-26,Dog Treats,Snacks,2.00,4.50,18,0,3,15,FALSE
2025-08-26,Garbage Bags,Household,3.00,5.50,31,0,5,26,FALSE
2025-08-26,Sponges,Household,0.50,1.50,38,0,5,33,FALSE
2025-08-26,Aluminum Foil,Household,1.80,3.00,30,0,2,28,FALSE
2025-08-26,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-08-26,Disposable Plates,Household,1.50,3.00,12,0,12,0,TRUE
2025-08-26,Cleaning Spray,Household,2.00,4.00,14,0,5,9,FALSE
2025-08-26,Pens,Stationery,0.50,2.00,3,100,55,48,TRUE
2025-08-26,Notebooks,Stationery,1.00,3.00,0,60,35,25,TRUE
2025-08-26,Pads,Stationery,0.80,2.50,20,0,20,0,TRUE
2025-08-26,Superglue,Stationery,0.40,1.50,14,0,5,9,FALSE
2025-08-26,AA Batteries,Stationery,1.50,4.99,17,0,3,14,FALSE
2025-08-26,Hand Soap,Personal,1.20,2.50,6,0,3,3,FALSE
2025-08-26,Canned Tuna,Pantry,0.90,1.50,20,0,10,10,FALSE
2025-08-26,Seasonal Decor,Seasonal,2.50,5.00,0,20,20,0,TRUE
2025-08-27,Water Bottles,Beverages,0.85,1.00,10,60,65,5,TRUE
2025-08-27,Soft Drinks,Beverages,0.90,1.25,10,40,40,10,TRUE
2025-08-27,Energy Drinks,Beverages,1.50,2.50,5,24,15,14,FALSE
2025-08-27,Cheap Chocolates,Snacks,0.40,1.00,40,40,12,68,FALSE
2025-08-27,Gums,Snacks,0.30,1.25,67,0,8,59,FALSE
2025-08-27,Dog Treats,Snacks,2.00,4.50,15,0,2,13,FALSE
2025-08-27,Garbage Bags,Household,3.00,5.50,26,20,6,40,FALSE
2025-08-27,Sponges,Household,0.50,1.50,33,0,5,28,FALSE
2025-08-27,Aluminum Foil,Household,1.80,3.00,28,0,2,26,FALSE
2025-08-27,Napkins,Household,1.00,2.00,5,40,25,20,TRUE
2025-08-27,Disposable Plates,Household,1.50,3.00,0,40,20,20,TRUE
2025-08-27,Cleaning Spray,Household,2.00,4.00,9,12,4,17,FALSE
2025-08-27,Pens,Stationery,0.50,2.00,48,0,40,8,TRUE
2025-08-27,Notebooks,Stationery,1.00,3.00,25,0,25,0,TRUE
2025-08-27,Pads,Stationery,0.80,2.50,0,50,25,25,TRUE
2025-08-27,Superglue,Stationery,0.40,1.50,9,10,5,14,FALSE
2025-08-27,AA Batteries,Stationery,1.50,4.99,14,0,3,11,FALSE
2025-08-27,Hand Soap,Personal,1.20,2.50,3,12,5,10,FALSE
2025-08-27,Canned Tuna,Pantry,0.90,1.50,10,24,10,24,FALSE
2025-08-27,Seasonal Decor,Seasonal,2.50,5.00,0,20,20,0,TRUE
2025-08-28,Water Bottles,Beverages,0.85,1.00,5,80,80,5,TRUE
2025-08-28,Soft Drinks,Beverages,0.90,1.25,10,50,55,5,TRUE
2025-08-28,Energy Drinks,Beverages,1.50,2.50,14,0,10,4,FALSE
2025-08-28,Cheap Chocolates,Snacks,0.40,1.00,68,0,12,56,FALSE
2025-08-28,Gums,Snacks,0.30,1.25,59,0,8,51,FALSE
2025-08-28,Dog Treats,Snacks,2.00,4.50,13,0,3,10,FALSE
2025-08-28,Garbage Bags,Household,3.00,5.50,40,0,5,35,FALSE
2025-08-28,Sponges,Household,0.50,1.50,28,0,4,24,FALSE
2025-08-28,Aluminum Foil,Household,1.80,3.00,26,0,2,24,FALSE
2025-08-28,Napkins,Household,1.00,2.00,20,0,15,5,TRUE
2025-08-28,Disposable Plates,Household,1.50,3.00,20,0,15,5,TRUE
2025-08-28,Cleaning Spray,Household,2.00,4.00,17,0,5,12,FALSE
2025-08-28,Pens,Stationery,0.50,2.00,8,80,45,43,TRUE
2025-08-28,Notebooks,Stationery,1.00,3.00,0,60,35,25,TRUE
2025-08-28,Pads,Stationery,0.80,2.50,25,0,20,5,TRUE
2025-08-28,Superglue,Stationery,0.40,1.50,14,0,4,10,FALSE
2025-08-28,AA Batteries,Stationery,1.50,4.99,11,0,3,8,FALSE
2025-08-28,Hand Soap,Personal,1.20,2.50,10,0,4,6,FALSE
2025-08-28,Canned Tuna,Pantry,0.90,1.50,24,0,8,16,FALSE
2025-08-28,Seasonal Decor,Seasonal,2.50,5.00,0,15,15,0,TRUE
2025-08-29,Water Bottles,Beverages,0.85,1.00,5,100,85,20,TRUE
2025-08-29,Soft Drinks,Beverages,0.90,1.25,5,60,55,10,TRUE
2025-08-29,Energy Drinks,Beverages,1.50,2.50,4,30,20,14,FALSE
2025-08-29,Cheap Chocolates,Snacks,0.40,1.00,56,0,15,41,FALSE
2025-08-29,Gums,Snacks,0.30,1.25,51,0,8,43,FALSE
2025-08-29,Dog Treats,Snacks,2.00,4.50,10,0,3,7,FALSE
2025-08-29,Garbage Bags,Household,3.00,5.50,35,0,6,29,FALSE
2025-08-29,Sponges,Household,0.50,1.50,24,20,6,38,FALSE
2025-08-29,Aluminum Foil,Household,1.80,3.00,24,10,4,30,FALSE
2025-08-29,Napkins,Household,1.00,2.00,5,40,20,25,TRUE
2025-08-29,Disposable Plates,Household,1.50,3.00,5,20,15,10,TRUE
2025-08-29,Cleaning Spray,Household,2.00,4.00,12,0,4,8,FALSE
2025-08-29,Pens,Stationery,0.50,2.00,43,0,40,3,TRUE
2025-08-29,Notebooks,Stationery,1.00,3.00,25,0,25,0,TRUE
2025-08-29,Pads,Stationery,0.80,2.50,5,50,25,30,TRUE
2025-08-29,Superglue,Stationery,0.40,1.50,10,0,4,6,FALSE
2025-08-29,AA Batteries,Stationery,1.50,4.99,8,20,4,24,FALSE
2025-08-29,Hand Soap,Personal,1.20,2.50,6,0,3,3,FALSE
2025-08-29,Canned Tuna,Pantry,0.90,1.50,16,0,8,8,FALSE
2025-08-29,Seasonal Decor,Seasonal,2.50,5.00,0,15,15,0,TRUE
2025-08-30,Water Bottles,Beverages,0.85,1.00,20,80,95,5,TRUE
2025-08-30,Soft Drinks,Beverages,0.90,1.25,10,50,55,5,TRUE
2025-08-30,Energy Drinks,Beverages,1.50,2.50,14,0,10,4,FALSE
2025-08-30,Cheap Chocolates,Snacks,0.40,1.00,41,0,18,23,FALSE
2025-08-30,Gums,Snacks,0.30,1.25,43,40,12,71,FALSE
2025-08-30,Dog Treats,Snacks,2.00,4.50,7,0,3,4,FALSE
2025-08-30,Garbage Bags,Household,3.00,5.50,29,20,6,43,FALSE
2025-08-30,Sponges,Household,0.50,1.50,38,0,5,33,FALSE
2025-08-30,Aluminum Foil,Household,1.80,3.00,30,0,3,27,FALSE
2025-08-30,Napkins,Household,1.00,2.00,25,0,20,5,TRUE
2025-08-30,Disposable Plates,Household,1.50,3.00,10,20,28,2,TRUE
2025-08-30,Cleaning Spray,Household,2.00,4.00,8,12,5,15,FALSE
2025-08-30,Pens,Stationery,0.50,2.00,3,100,50,53,TRUE
2025-08-30,Notebooks,Stationery,1.00,3.00,0,60,35,25,TRUE
2025-08-30,Pads,Stationery,0.80,2.50,30,0,20,10,TRUE
2025-08-30,Superglue,Stationery,0.40,1.50,6,0,4,2,FALSE
2025-08-30,AA Batteries,Stationery,1.50,4.99,24,0,8,16,FALSE
2025-08-30,Hand Soap,Personal,1.20,2.50,3,12,5,10,FALSE
2025-08-30,Canned Tuna,Pantry,0.90,1.50,8,24,10,22,FALSE
2025-08-30,Seasonal Decor,Seasonal,2.50,5.00,0,15,15,0,TRUE
2025-08-31,Water Bottles,Beverages,0.85,1.00,5,0,5,0,TRUE
2025-08-31,Soft Drinks,Beverages,0.90,1.25,5,0,5,0,TRUE
2025-08-31,Energy Drinks,Beverages,1.50,2.50,4,0,4,0,FALSE
2025-08-31,Cheap Chocolates,Snacks,0.40,1.00,23,40,15,48,FALSE
2025-08-31,Gums,Snacks,0.30,1.25,71,0,10,61,FALSE
2025-08-31,Dog Treats,Snacks,2.00,4.50,4,0,3,1,FALSE
2025-08-31,Garbage Bags,Household,3.00,5.50,43,0,6,37,FALSE
2025-08-31,Sponges,Household,0.50,1.50,33,0,4,29,FALSE
2025-08-31,Aluminum Foil,Household,1.80,3.00,27,0,2,25,FALSE
2025-08-31,Napkins,Household,1.00,2.00,5,0,5,0,TRUE
2025-08-31,Disposable Plates,Household,1.50,3.00,2,30,25,7,TRUE
2025-08-31,Cleaning Spray,Household,2.00,4.00,15,0,4,11,FALSE
2025-08-31,Pens,Stationery,0.50,2.00,53,0,45,8,TRUE
2025-08-31,Notebooks,Stationery,1.00,3.00,25,0,25,0,TRUE
2025-08-31,Pads,Stationery,0.80,2.50,10,0,10,0,TRUE
2025-08-31,Superglue,Stationery,0.40,1.50,2,0,2,0,FALSE
2025-08-31,AA Batteries,Stationery,1.50,4.99,16,0,5,11,FALSE
2025-08-31,Hand Soap,Personal,1.20,2.50,10,0,4,6,FALSE
2025-08-31,Canned Tuna,Pantry,0.90,1.50,22,0,8,14,FALSE
2025-08-31,Seasonal Decor,Seasonal,2.50,5.00,0,15,15,0,TRUE
2025-09-01,Water Bottles,Beverages,0.85,1.00,5,100,60,45,TRUE
2025-09-01,Soft Drinks,Beverages,0.90,1.25,5,60,40,25,TRUE
2025-09-01,Energy Drinks,Beverages,1.50,2.50,4,24,15,13,FALSE
2025-09-01,Cheap Chocolates,Snacks,0.40,1.00,48,0,10,38,FALSE
2025-09-01,Gums,Snacks,0.30,1.25,61,0,8,53,FALSE
2025-09-01,Dog Treats,Snacks,2.00,4.50,1,12,5,8,FALSE
2025-09-01,Garbage Bags,Household,3.00,5.50,37,0,5,32,FALSE
2025-09-01,Sponges,Household,0.50,1.50,29,0,4,25,FALSE
2025-09-01,Aluminum Foil,Household,1.80,3.00,25,10,3,32,FALSE
2025-09-01,Napkins,Household,1.00,2.00,0,40,20,20,TRUE
2025-09-01,Disposable Plates,Household,1.50,3.00,7,20,15,12,TRUE
2025-09-01,Cleaning Spray,Household,2.00,4.00,11,0,4,7,FALSE
2025-09-01,Pens,Stationery,0.50,2.00,8,100,80,28,TRUE
2025-09-01,Notebooks,Stationery,1.00,3.00,0,80,60,20,TRUE
2025-09-01,Pads,Stationery,0.80,2.50,0,50,40,10,TRUE
2025-09-01,Superglue,Stationery,0.40,1.50,0,20,2,18,FALSE
2025-09-01,AA Batteries,Stationery,1.50,4.99,11,0,3,8,FALSE
2025-09-01,Hand Soap,Personal,1.20,2.50,6,12,4,14,FALSE
2025-09-01,Canned Tuna,Pantry,0.90,1.50,14,24,8,30,FALSE
2025-09-01,Seasonal Decor,Seasonal,2.50,5.00,0,20,15,5,TRUE
2025-09-02,Water Bottles,Beverages,0.85,1.00,45,0,30,15,TRUE
2025-09-02,Soft Drinks,Beverages,0.90,1.25,25,40,20,45,TRUE
2025-09-02,Energy Drinks,Beverages,1.50,2.50,13,0,8,5,FALSE
2025-09-02,Cheap Chocolates,Snacks,0.40,1.00,38,40,12,66,FALSE
